acc_num,eng_name,rus_name,description,date_from,date_to,notes,material,technique,size
ОГ-79363,"How to Attack, Defeat & Destroy All France",,"Карикатура. ""How to Attack, Defeat & Destroy All France"".",1700,1800,,Бумага,гравюра офортом,"23х36,2 см"
ОГ-79364,Come listen! listen - to the Waterfall! Lord Morningtons Glee,,"Карикатура. ""Come listen! listen - to the Waterfall! Lord Morningtons Glee"".",1795,1795,,Бумага,гравюра офортом,34х25 см
ОГ-79365,The blue Devils!,,"Карикатура. ""The blue Devils!""",1700,1800,,Бумага,гравюра офортом,"39,8х27,3 см"
ОГ-79366,The Dwarf & the Giant or the strong Lad of Brighton taking off the Princes Chum!!! NB The Singularity... any man,,"Карикатура. ""The Dwarf & the Giant or the strong Lad of Brighton taking off the Princes Chum!!! NB The Singularity... any man"".",1700,1800,,Бумага,гравюра офортом,"27,1х39,9 см"
ОГ-79367,The Little Farthing Rush Light,,"Карикатура. ""The Little Farthing Rush Light"".",1700,1800,,Бумага,гравюра офортом,"24,9х37,1 см"
ОГ-79368,The Tetbury Duel or the Bully brought down,,"Карикатура. ""The Tetbury Duel or the Bully brought down"".",1794,1794,,Бумага,гравюра офортом,"23,9х39,1 см"
ОГ-79369,Saturday Night or a cobler settling the week's account with his Wife,,"Карикатура. ""Saturday Night or a cobler settling the week's account with his Wife"".",1795,1795,,Бумага,гравюра офортом,"23,8х35,1 см"
ОГ-79370,"Buonaparte in Egypt - A Terrible Turk preparing a Mummy, for a present to the Great Nation",,"Карикатура. ""Buonaparte in Egypt - A Terrible Turk preparing a Mummy, for a present to the Great Nation"".",1700,1800,,Бумага,гравюра офортом,"26,6х46,4 см"
ОГ-79371,The Opening of Parliament or the Air Gunplot or the Infamous attack on his Majesty,,"Карикатура. ""The Opening of Parliament or the Air Gunplot or the Infamous attack on his Majesty"".",1700,1800,,Бумага,гравюра офортом,"25,3х39 см"
ОГ-79372,"A Contest Between Oppression & Reason, Or the Best way of settleing Debates",,"Карикатура. ""A Contest Between Oppression & Reason, Or the Best way of settleing Debates"".",1700,1800,,Бумага,гравюра офортом,"24,2х34,7 см"
ОГ-79373,a Magisterial Visit,,"Карикатура. ""a Magisterial Visit"".",1700,1800,,Бумага,гравюра офортом,"36,8х25 см"
ОГ-79374,A Spy!!!,,"Карикатура. ""A Spy!!!"" or the Blessings of a Convention Bill"".",1700,1800,,Бумага,гравюра офортом,"33,6х22,1 см"
ОГ-79375,The Fate of Monopolists or a Dance at Fidlers Green,,"Карикатура. ""The Fate of Monopolists or a Dance at Fidlers Green"".",1700,1800,,Бумага,гравюра офортом,"36,3х26,4 см"
ОГ-79376,"Black eyed Lovers, By two Black Eyes...By two Black Eyes!",,"Карикатура. ""Black eyed Lovers"" ""By two Black Eyes...By two Black Eyes!""",1700,1800,,Бумага,гравюра офортом,"34х23,2 см"
ОГ-79377,The Modern Hercules or a Finishing Blow for Poor John Bull,,"Карикатура. ""The Modern Hercules or a Finishing Blow for Poor John Bull"".",1700,1800,,Бумага,гравюра офортом,"38,2х25,8 см"
ОГ-79378,"Polonius. The Tollest, Fittest Properst man to walk before the King!!!",,"Карикатура. ""Polonius. The Tollest, Fittest Properst man to walk before the King!!!""",1700,1800,,Бумага,гравюра офортом,"41,4х25,9 см"
ОГ-79379,"a Panic on both Sides, or Great men in the Horrors!!",,"Карикатура. ""a Panic on both Sides, or Great men in the Horrors!!""",1700,1800,,Бумага,гравюра офортом,"27,2х41,2 см"
ОГ-79380,Whims of the Moment or the Bedford Level!!,,"Карикатура. ""Whims of the Moment or the Bedford Level!!""",1700,1800,,Бумага,гравюра офортом,"23,8х37,3 см"
ОГ-79381,The Westminster Mountebank or Palace Yard Pranks,,"Карикатура. ""The Westminster Mountebank or Palace Yard Pranks"".",1700,1800,,Бумага,гравюра офортом,"32,3х47,1 см"
ОГ-79382,A new Way of Posting a Libel,,"Карикатура. ""A new Way of Posting a Libel"".",1700,1800,,Бумага,гравюра офортом,"39,9х25,4 см"
ОГ-79383,A lock'd jaw for John Bull,,"Карикатура. ""A lock'd jaw for John Bull"".",1700,1800,,Бумага,гравюра офортом,"37,7х26,4 см"
ОГ-79384,A Master of the Ceremonies Introducing a Partner,,"Карикатура. ""A Master of the Ceremonies Introducing a Partner"".",1700,1800,,Бумага,гравюра офортом,"29,5х42,9 см"
ОГ-79385,"Gemmen at a General Meeting... about it, Deputy Pendulums motion for an Adress",,"Карикатура. Сцена в комнате: на переднем плане джентльмен произносит речь: ""Gemmen at a General Meeting... about it"" ""Deputy Pendulums motion for an Adress"".",1700,1800,,Бумага,гравюра офортом,"36,4х25,4 см"
ОГ-79386,"A Barbers Examination, Please... notice of it",,"Карикатура. ""A Barbers Examination"" Слева цырюльник, над ним надпись ""Please... notice of it"".",1700,1800,,Бумага,гравюра офортом,"36,3х25,7 см"
ОГ-79387,"A Sosciable Meeting or, Old Friends with New Faces!!!",,"Карикатура ""A Sosciable Meeting or, Old Friends with New Faces!!!""",1700,1800,,Бумага,гравюра офортом,"22,2х34,4 см"
